catalognumber,eventdate,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,decimallatitude,decimallongitude,scientificname,order,family,genus,specificepithet,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
33.9.1.466,,,,,,,,-5.350129,140.914065,Aceros plicatus ruficollis,Coraciiformes,Bucerotidae,Aceros,plicatus,0,0,0,0,specimen,0
33.9.1.744,,,,,,,,-5.350129,140.914065,Ptiloris magnificus intercedens,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,magnificus,0,0,0,0,specimen,0
33.9.1.757,,,,,,,,-5.350129,140.914065,Lophorina superba ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Lophorina,superba,0,0,0,0,specimen,0
38121,,,,,,,,-5.350129,140.914065,Numenius phaeopus variegatus,Charadriiformes,Scolopacidae Tringinae,Numenius,phaeopus,0,0,0,0,specimen,0
40221,,,,,,,,-5.350129,140.914065,Ducula pinon rubiensis,Columbiformes,Columbidae,Ducula,pinon,0,0,0,0,specimen,0
40630,,,,,,,,-5.350129,140.914065,Goura cristata cristata,Columbiformes,Columbidae,Goura,cristata,0,0,0,0,specimen,0
40778,,,,,,,,-5.350129,140.914065,Probosciger aterrimus goliath,Psittaciformes,Cacatuidae Cacatuinae,Probosciger,aterrimus,0,0,0,0,specimen,0
40968,,,,,,,,-5.350129,140.914065,Eclectus roratus polychloros,Psittaciformes,Psittacidae Psittacinae,Eclectus,roratus,0,0,0,0,specimen,0
41687,,,,,,,,-5.350129,140.914065,Tyto tenebricosa arfaki,Strigiformes,Tytonidae Tytoninae,Tyto,tenebricosa,0,0,0,0,specimen,0
44096,,,,,,,,-5.350129,140.914065,Dacelo gaudichaud,Coraciiformes,Alcedinidae Daceloninae,Dacelo,gaudichaud,0,0,0,0,specimen,0
48062,,,,,,,,-5.350129,140.914065,Pitta novaeguineae,Passeriformes,Pittidae,Pitta,novaeguineae,0,0,0,0,specimen,0
49558,,,,,,,,-5.350129,140.914065,Chaetorhynchus papuensis,Passeriformes,Dicruridae,Chaetorhynchus,papuensis,0,0,0,0,specimen,0
49559,,,,,,,,-5.350129,140.914065,Chaetorhynchus papuensis,Passeriformes,Dicruridae,Chaetorhynchus,papuensis,0,0,0,0,specimen,0
49560,,,,,,,,-5.350129,140.914065,Chaetorhynchus papuensis,Passeriformes,Dicruridae,Chaetorhynchus,papuensis,0,0,0,0,specimen,0
49638,,,,,,,,-5.350129,140.914065,Dicrurus hottentottus carbonarius,Passeriformes,Dicruridae,Dicrurus,hottentottus,0,0,0,0,specimen,0
49641,,,,,,,,-5.350129,140.914065,Dicrurus hottentottus carbonarius,Passeriformes,Dicruridae,Dicrurus,hottentottus,0,0,0,0,specimen,0
49814,,,,,,,,-5.350129,140.914065,Amblyornis macgregoriae mayri,Passeriformes,Ptilonorhynchidae,Amblyornis,macgregoriae,0,0,0,0,specimen,0
49849,,,,,,,,-5.350129,140.914065,Chlamydera cerviniventris,Passeriformes,Ptilonorhynchidae,Chlamydera,cerviniventris,0,0,0,0,specimen,0
49863,,,,,,,,-5.350129,140.914065,Manucodia ater ater?,Passeriformes,Paradisaeidae Paradisaeinae,Manucodia,ater,0,0,0,0,specimen,0
49870,,,,,,,,-5.350129,140.914065,Manucodia jobiensis rubiensis?,Passeriformes,Paradisaeidae Paradisaeinae,Manucodia,jobiensis,0,0,0,0,specimen,0
49878,,,,,,,,-5.350129,140.914065,Phonygammus keraudrenii ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Phonygammus,keraudrenii,0,0,0,0,specimen,0
49902,,,,,,,,-5.350129,140.914065,Ptiloris magnificus magnificus,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,magnificus,0,0,0,0,specimen,0
49904,,,,,,,,-5.350129,140.914065,Ptiloris magnificus magnificus,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,magnificus,0,0,0,0,specimen,0
49905,,,,,,,,-5.350129,140.914065,Ptiloris magnificus intercedens,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,magnificus,0,0,0,0,specimen,0
49911,,,,,,,,-5.350129,140.914065,Ptiloris magnificus intercedens,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,magnificus,0,0,0,0,specimen,0
49919,,,,,,,,-5.350129,140.914065,Ptiloris magnificus alberti,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,magnificus,0,0,0,0,specimen,0
49937,,,,,,,,-5.350129,140.914065,Seleucidis melanoleuca melanoleuca,Passeriformes,Paradisaeidae Paradisaeinae,Seleucidis,melanoleuca,0,0,0,0,specimen,0
49942,,,,,,,,-5.350129,140.914065,Seleucidis melanoleuca auripennis,Passeriformes,Paradisaeidae Paradisaeinae,Seleucidis,melanoleuca,0,0,0,0,specimen,0
49945,,,,,,,,-5.350129,140.914065,Seleucidis melanoleuca auripennis,Passeriformes,Paradisaeidae Paradisaeinae,Seleucidis,melanoleuca,0,0,0,0,specimen,0
49947,,,,,,,,-5.350129,140.914065,Paradigalla carunculata carunculata,Passeriformes,Paradisaeidae Paradisaeinae,Paradigalla,carunculata,0,0,0,0,specimen,0
49948,,,,,,,,-5.350129,140.914065,Paradigalla carunculata carunculata,Passeriformes,Paradisaeidae Paradisaeinae,Paradigalla,carunculata,0,0,0,0,specimen,0
49949,,,,,,,,-5.350129,140.914065,Paradigalla carunculata carunculata,Passeriformes,Paradisaeidae Paradisaeinae,Paradigalla,carunculata,0,0,0,0,specimen,0
49950,,,,,,,,-5.350129,140.914065,Paradigalla carunculata,Passeriformes,Paradisaeidae Paradisaeinae,Paradigalla,carunculata,0,0,0,0,specimen,0
49963,,,,,,,,-5.350129,140.914065,Drepanornis bruijnii,Passeriformes,Paradisaeidae Paradisaeinae,Drepanornis,bruijnii,0,0,0,0,specimen,0
49964,,,,,,,,-5.350129,140.914065,Drepanornis bruijnii,Passeriformes,Paradisaeidae Paradisaeinae,Drepanornis,bruijnii,0,0,0,0,specimen,0
49966,,,,,,,,-5.350129,140.914065,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49967,,,,,,,,-5.350129,140.914065,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49968,,,,,,,,-5.350129,140.914065,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49973,,,,,,,,-5.350129,140.914065,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49974,,,,,,,,-5.350129,140.914065,Epimachus fastuosus fastuosus,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,fastuosus,0,0,0,0,specimen,0
49982,,,,,,,,-5.350129,140.914065,Epimachus meyeri meyeri,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,meyeri,0,0,0,0,specimen,0
49983,,,,,,,,-5.350129,140.914065,Epimachus meyeri meyeri,Passeriformes,Paradisaeidae Paradisaeinae,Epimachus,meyeri,0,0,0,0,specimen,0
49993,,,,,,,,-5.350129,140.914065,Astrapia nigra,Passeriformes,Paradisaeidae Paradisaeinae,Astrapia,nigra,0,0,0,0,specimen,0
49997,,,,,,,,-5.350129,140.914065,Astrapia splendidissima splendidissima,Passeriformes,Paradisaeidae Paradisaeinae,Astrapia,splendidissima,0,0,0,0,specimen,0
50006,,,,,,,,-5.350129,140.914065,Astrapia stephaniae stephaniae,Passeriformes,Paradisaeidae Paradisaeinae,Astrapia,stephaniae,0,0,0,0,specimen,0
50007,,,,,,,,-5.350129,140.914065,Astrapia stephaniae stephaniae,Passeriformes,Paradisaeidae Paradisaeinae,Astrapia,stephaniae,0,0,0,0,specimen,0
50010,,,,,,,,-5.350129,140.914065,Lophorina superba ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Lophorina,superba,0,0,0,0,specimen,0
50017,,,,,,,,-5.350129,140.914065,Lophorina superba minor,Passeriformes,Paradisaeidae Paradisaeinae,Lophorina,superba,0,0,0,0,specimen,0
50026,,,,,,,,-5.350129,140.914065,Lophorina superba minor,Passeriformes,Paradisaeidae Paradisaeinae,Lophorina,superba,0,0,0,0,specimen,0
50028,,,,,,,,-5.350129,140.914065,Parotia sefilata,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,sefilata,0,0,0,0,specimen,0
50030,,,,,,,,-5.350129,140.914065,Parotia sefilata,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,sefilata,0,0,0,0,specimen,0
50032,,,,,,,,-5.350129,140.914065,Parotia sefilata,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,sefilata,0,0,0,0,specimen,0
50034,,,,,,,,-5.350129,140.914065,Parotia carolae carolae?,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,carolae,0,0,0,0,specimen,0
50037,,,,,,,,-5.350129,140.914065,Parotia carolae carolae?,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,carolae,0,0,0,0,specimen,0
50040,,,,,,,,-5.350129,140.914065,Parotia lawesii lawesii,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,lawesii,0,0,0,0,specimen,0
50041,,,,,,,,-5.350129,140.914065,Parotia lawesii ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Parotia,lawesii,0,0,0,0,specimen,0
50065,,,,,,,,-5.350129,140.914065,Cicinnurus regius ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Cicinnurus,regius,0,0,0,0,specimen,0
50066,,,,,,,,-5.350129,140.914065,Cicinnurus regius ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Cicinnurus,regius,0,0,0,0,specimen,0
50067,,,,,,,,-5.350129,140.914065,Cicinnurus regius ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Cicinnurus,regius,0,0,0,0,specimen,0
50068,,,,,,,,-5.350129,140.914065,Cicinnurus regius ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Cicinnurus,regius,0,0,0,0,specimen,0
50069,,,,,,,,-5.350129,140.914065,Cicinnurus regius ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Cicinnurus,regius,0,0,0,0,specimen,0
50081,,,,,,,,-5.350129,140.914065,Cicinnurus regius rex,Passeriformes,Paradisaeidae Paradisaeinae,Cicinnurus,regius,0,0,0,0,specimen,0
50109,,,,,,,,-5.350129,140.914065,Diphyllodes respublica,Passeriformes,Paradisaeidae Paradisaeinae,Diphyllodes,respublica,0,0,0,0,specimen,0
50112,,,,,,,,-5.350129,140.914065,Diphyllodes respublica,Passeriformes,Paradisaeidae Paradisaeinae,Diphyllodes,respublica,0,0,0,0,specimen,0
50124,,,,,,,,-5.350129,140.914065,Paradisaea apoda novaeguineae,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,apoda,0,0,0,0,specimen,0
50125,,,,,,,,-5.350129,140.914065,Paradisaea apoda novaeguineae,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,apoda,0,0,0,0,specimen,0
50133,,,,,,,,-5.350129,140.914065,Paradisaea raggiana raggiana,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,raggiana,0,0,0,0,specimen,0
50137,,,,,,,,-5.350129,140.914065,Paradisaea raggiana raggiana,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,raggiana,0,0,0,0,specimen,0
50138,,,,,,,,-5.350129,140.914065,Paradisaea raggiana raggiana,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,raggiana,0,0,0,0,specimen,0
50156,,,,,,,,-5.350129,140.914065,Paradisaea minor jobiensis?,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
50160,,,,,,,,-5.350129,140.914065,Paradisaea minor jobiensis,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
50164,,,,,,,,-5.350129,140.914065,Paradisaea minor minor,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
50169,,,,,,,,-5.350129,140.914065,Paradisaea minor minor,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
50171,,,,,,,,-5.350129,140.914065,Paradisaea minor minor,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
50191,,,,,,,,-5.350129,140.914065,Paradisaea rudolphi rudolphi,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,rudolphi,0,0,0,0,specimen,0
50194,,,,,,,,-5.350129,140.914065,Paradisaea rudolphi rudolphi,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,rudolphi,0,0,0,0,specimen,0
50195,,,,,,,,-5.350129,140.914065,Paradisaea rudolphi rudolphi,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,rudolphi,0,0,0,0,specimen,0
50845,,,,,,,,-5.350129,140.914065,Coracina melaena melaena,Passeriformes,Campephagidae,Coracina,melaena,0,0,0,0,specimen,0
54973,,,,,,,,-5.350129,140.914065,Rhipidura atra atra,Passeriformes,Muscicapidae Rhipidurinae,Rhipidura,atra,0,0,0,0,specimen,0
55168,,,,,,,,-5.350129,140.914065,Arses telescophthalmus ssp?,Passeriformes,Muscicapidae Monarchinae,Arses,telescophthalmus,0,0,0,0,specimen,0
55251,,,,,,,,-5.350129,140.914065,Monarcha chrysomela melanonotus,Passeriformes,Muscicapidae Monarchinae,Monarcha,chrysomela,0,0,0,0,specimen,0
55253,,,,,,,,-5.350129,140.914065,Monarcha chrysomela melanonotus,Passeriformes,Muscicapidae Monarchinae,Monarcha,chrysomela,0,0,0,0,specimen,0
55307,,,,,,,,-5.350129,140.914065,Peltops blainvillii,Passeriformes,Muscicapidae Monarchinae,Peltops,blainvillii,0,0,0,0,specimen,0
56368,,,,,,,,-5.350129,140.914065,Nectarinia sericea sericea,Passeriformes,Nectariniidae,Nectarinia,sericea,0,0,0,0,specimen,0
56370,,,,,,,,-5.350129,140.914065,Nectarinia sericea sericea,Passeriformes,Nectariniidae,Nectarinia,sericea,0,0,0,0,specimen,0
56748,,,,,,,,-5.350129,140.914065,Myzomela nigrita nigrita?,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
56749,,,,,,,,-5.350129,140.914065,Myzomela nigrita meyeri?,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
56750,,,,,,,,-5.350129,140.914065,Myzomela nigrita meyeri?,Passeriformes,Meliphagidae,Myzomela,nigrita,0,0,0,0,specimen,0
56911,,,,,,,,-5.350129,140.914065,Melidectes torquatus ssp?,Passeriformes,Meliphagidae,Melidectes,torquatus,0,0,0,0,specimen,0
76241,,,,,,,,-5.350129,140.914065,Paradisaea apoda apoda,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,apoda,0,0,1,0,specimen,0
76910,,,,,,,,-5.350129,140.914065,Paradisaea minor minor,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
91.11.1.1073c,,,,,,,,-5.350129,140.914065,Ptiloris paradiseus,Passeriformes,Paradisaeidae Paradisaeinae,Ptiloris,paradiseus,0,0,0,0,specimen,0
91.2.24.22,,,,,,,,-5.350129,140.914065,Ducula zoeae,Columbiformes,Columbidae,Ducula,zoeae,0,0,0,0,specimen,0
93492,,,,,,,,-5.350129,140.914065,Paradisaea minor minor,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
94922,,,,,,,,-5.350129,140.914065,Paradisaea minor? ssp?,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor?,0,0,0,0,specimen,0
95171,,,,,,,,-5.350129,140.914065,Paradisaea minor minor,Passeriformes,Paradisaeidae Paradisaeinae,Paradisaea,minor,0,0,0,0,specimen,0
95172,,,,,,,,-5.350129,140.914065,Astrapia nigra,Passeriformes,Paradisaeidae Paradisaeinae,Astrapia,nigra,0,0,0,0,specimen,0
B56316,7/21/14,202,202,2014,7,21,7/21/14,-8,141,Egretta intermedia,Pelecaniformes,Ardeidae,Egretta,intermedia,0,0,0,0,specimen,0
B56317,7/21/14,202,202,2014,7,21,7/21/14,-8,141,Egretta intermedia,Pelecaniformes,Ardeidae,Egretta,intermedia,0,0,0,0,specimen,0
B56407,7/25/14,206,206,2014,7,25,7/25/14,-8.8,141,Dacelo tyro,Coraciiformes,Alcedinidae,Dacelo,tyro,0,0,0,0,specimen,0
B56141,7/16/14,197,197,2014,7,16,7/16/14,-9.01,141.0241,Stiltia isabella,Charadriiformes,Glareolidae,Stiltia,isabella,0,0,0,0,specimen,0
22696,6/26/63,177,177,1963,6,26,26-Jun-63,-3.88678,141.087,Dendrocygna guttata,Anseriformes,Anatidae,Dendrocygna,guttata,0,0,0,1,specimen,0
B26597,4/6/87,96,96,1987,4,6,4/6/87,-5,141.1,Astrapia splendidissima,Passeriformes,Paradisaeidae,Astrapia,splendidissima,0,0,0,0,specimen,0
B26600,4/6/87,96,96,1987,4,6,4/6/87,-5,141.1,Pteridophora alberti,Passeriformes,Paradisaeidae,Pteridophora,alberti,0,0,0,0,specimen,0
B26599,4/4/87,94,94,1987,4,4,4/4/87,-5,141.1,Macgregoria pulchra,Passeriformes,Paradisaeidae,Macgregoria,pulchra,0,0,0,0,specimen,0
B26598,4/6/87,96,96,1987,4,6,4/6/87,-5,141.1,Epimachus meyeri,Passeriformes,Paradisaeidae,Epimachus,meyeri,0,0,0,0,specimen,0
B26595,4/3/87,93,93,1987,4,3,4/3/87,-5,141.1,Macgregoria pulchra,Passeriformes,Paradisaeidae,Macgregoria,pulchra,0,0,0,0,specimen,0
B56318,7/21/14,202,202,2014,7,21,7/21/14,-8.7223,141.1211,Butorides striata,Pelecaniformes,Ardeidae,Butorides,striata,0,0,0,0,specimen,0
B56319,7/21/14,202,202,2014,7,21,7/21/14,-8.7223,141.1211,Ardea sumatrana,Pelecaniformes,Ardeidae,Ardea,sumatrana,0,0,0,0,specimen,0
B56091,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Gerygone chrysogaster,Passeriformes,Acanthizidae,Gerygone,chrysogaster,0,0,0,0,specimen,0
B56083,6/22/14,173,173,2014,6,22,6/22/14,-8.6973,141.1261,Myiagra alecto,Passeriformes,Monarchidae,Myiagra,alecto,0,0,0,0,specimen,0
B56084,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Myiagra alecto,Passeriformes,Monarchidae,Myiagra,alecto,0,0,0,0,specimen,0
B56090,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Pitohui ferrugineus,Passeriformes,Corvidae,Pitohui,ferrugineus,0,0,0,0,specimen,0
B56094,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Rhipidura rufiventris,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
B56081,6/22/14,173,173,2014,6,22,6/22/14,-8.6973,141.1261,Rhipidura rufiventris,Passeriformes,Rhipiduridae,Rhipidura,rufiventris,0,0,0,0,specimen,0
B56089,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Pitohui ferrugineus,Passeriformes,Corvidae,Pitohui,ferrugineus,0,0,0,0,specimen,0
B56082,6/22/14,173,173,2014,6,22,6/22/14,-8.6973,141.1261,Colluricincla megarhyncha,Passeriformes,Pachycephalidae,Colluricincla,megarhyncha,0,0,0,0,specimen,0
B56093,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Xanthotis flaviventer,Passeriformes,Meliphagidae,Xanthotis,flaviventer,0,0,0,0,specimen,0
B56088,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Pitohui ferrugineus,Passeriformes,Corvidae,Pitohui,ferrugineus,0,0,0,0,specimen,0
B56087,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Pitohui ferrugineus,Passeriformes,Corvidae,Pitohui,ferrugineus,0,0,0,0,specimen,0
B56092,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Ceyx pusillus,Coraciiformes,Alcedinidae,Ceyx,pusillus,0,0,0,0,specimen,0
B56085,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Arses telescophthalmus,Passeriformes,Monarchidae,Arses,telescophthalmus,0,0,0,0,specimen,0
B56080,6/22/14,173,173,2014,6,22,6/22/14,-8.6973,141.1261,Rhipidura rufifrons,Passeriformes,Rhipiduridae,Rhipidura,rufifrons,0,0,0,0,specimen,0
B56086,6/23/14,174,174,2014,6,23,6/23/14,-8.6973,141.1261,Gerygone chrysogaster,Passeriformes,Acanthizidae,Gerygone,chrysogaster,0,0,0,0,specimen,0
B56376,7/23/14,204,204,2014,7,23,7/23/14,-8.9034,141.1369,Dendrocygna arcuata,Anseriformes,Anatidae,Dendrocygna,arcuata,0,0,0,0,specimen,0
B56377,7/23/14,204,204,2014,7,23,7/23/14,-8.9034,141.1369,Merops philippinus,Coraciiformes,Meropidae,Merops,philippinus,0,0,0,0,specimen,0
B56382,7/23/14,204,204,2014,7,23,7/23/14,-8.9024,141.1376,Merops philippinus,Coraciiformes,Meropidae,Merops,philippinus,0,0,0,0,specimen,0
B56381,7/23/14,204,204,2014,7,23,7/23/14,-8.9024,141.1376,Merops philippinus,Coraciiformes,Meropidae,Merops,philippinus,0,0,0,0,specimen,0
B56380,7/23/14,204,204,2014,7,23,7/23/14,-8.9024,141.1376,Merops philippinus,Coraciiformes,Meropidae,Merops,philippinus,0,0,0,0,specimen,0
B56378,7/23/14,204,204,2014,7,23,7/23/14,-8.9024,141.1406,Todiramphus sanctus,Coraciiformes,Alcedinidae,Todiramphus,sanctus,0,0,0,0,specimen,0
B56379,7/23/14,204,204,2014,7,23,7/23/14,-8.9024,141.1406,Grallina cyanoleuca,Passeriformes,Monarchidae,Grallina,cyanoleuca,0,0,0,0,specimen,0
B02667,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02669,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02670,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02671,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02664,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Aerodramus hirundinaceus,Apodiformes,Apodidae,Aerodramus,hirundinaceus,0,0,0,0,specimen,0
B02666,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02668,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02665,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B02672,5/2/65,122,122,1965,5,2,5/2/65,-3.3333,141.15,Collocalia esculenta,Apodiformes,Apodidae,Collocalia,esculenta,0,0,0,0,specimen,0
B56375,7/23/14,204,204,2014,7,23,7/23/14,-8.9038,141.1568,Geopelia humeralis,Columbiformes,Columbidae,Geopelia,humeralis,0,0,0,0,specimen,0
B56374,7/23/14,204,204,2014,7,23,7/23/14,-8.9038,141.1568,Geopelia humeralis,Columbiformes,Columbidae,Geopelia,humeralis,0,0,0,0,specimen,0
B56320,7/21/14,202,202,2014,7,21,7/21/14,-8.7608,141.1637,Butorides striata,Pelecaniformes,Ardeidae,Butorides,striata,0,0,0,0,specimen,0
B27208,4/30/86,120,120,1986,4,30,4/30/86,-4.0833,141.1667,Malurus grayi,Passeriformes,Maluridae,Malurus,grayi,0,0,0,0,specimen,0
B27206,4/30/86,120,120,1986,4,30,4/30/86,-4.0833,141.1667,Melanocharis nigra,Passeriformes,Melanocharitidae,Melanocharis,nigra,0,0,0,0,specimen,0
B27207,4/30/86,120,120,1986,4,30,4/30/86,-4.0833,141.1667,Malurus grayi,Passeriformes,Maluridae,Malurus,grayi,0,0,0,0,specimen,0
B56383,7/23/14,204,204,2014,7,23,7/23/14,-8.9026,141.1706,Stiltia isabella,Charadriiformes,Glareolidae,Stiltia,isabella,0,0,0,0,specimen,0
B56200,7/17/14,198,198,2014,7,17,7/17/14,-8.7727,141.1857,Eurystomus orientalis,Coraciiformes,Coraciidae,Eurystomus,orientalis,0,0,0,0,specimen,0
B56201,7/17/14,198,198,2014,7,17,7/17/14,-8.7727,141.1857,Butorides striata,Pelecaniformes,Ardeidae,Butorides,striata,0,0,0,0,specimen,0
B56384,7/23/14,204,204,2014,7,23,7/23/14,-8.9004,141.1875,Himantopus leucocephalus,Charadriiformes,Recurvirostridae,Himantopus,leucocephalus,0,0,0,0,specimen,0
B56385,7/23/14,204,204,2014,7,23,7/23/14,-8.9004,141.1875,Dendrocygna arcuata,Anseriformes,Anatidae,Dendrocygna,arcuata,0,0,0,0,specimen,0
B56386,7/23/14,204,204,2014,7,23,7/23/14,-9.0058,141.1944,Chlidonias hybrida,Charadriiformes,Laridae,Chlidonias,hybrida,0,0,0,0,specimen,0
B56321,7/21/14,202,202,2014,7,21,7/21/14,-8.7832,141.1964,Nycticorax caledonicus,Pelecaniformes,Ardeidae,Nycticorax,caledonicus,0,0,0,0,specimen,0
B56323,7/21/14,202,202,2014,7,21,7/21/14,-8.784,141.1998,Bubulcus ibis,Pelecaniformes,Ardeidae,Bubulcus,ibis,0,0,0,0,specimen,0
B56322,7/21/14,202,202,2014,7,21,7/21/14,-8.784,141.1998,Anhinga melanogaster,Suliformes,Anhingidae,Anhinga,melanogaster,0,0,0,0,specimen,0
B56191,7/17/14,198,198,2014,7,17,7/17/14,-8.8322,141.2043,Pomatostomus temporalis,Passeriformes,Pomatostomidae,Pomatostomus,temporalis,0,0,0,0,specimen,0
